Fechas Referencia,Am,Dc,Gc,Explotacion,Id Punto,Contrato,Direccion,Localidad,Contador,Marca,Modelo,Calibre,Fecha Instalacion,Modulo,Tipo Telelectura,Sistema,Telelectura Ov,Uso,Actividad,Zona,Barrio,Sector,Subsector
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3543189,11318925,,GRANADA,P21FA025470E,CONTAZARA,CZ4000RI,13,31/1/2022,3205637EK, , ,N,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G33, ,S82 ALMANZORA - LA CHURRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3464631,10961760,,GRANADA,P21FA025867V,CONTAZARA,CZ4000RI,13,17/2/2022,3205650BZ,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G33, ,S82 ALMANZORA - LA CHURRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3495594,11412174,,GRANADA,P21FA009865Z,CONTAZARA,CZ4000RI,13,6/7/2021,32052689K, , ,N,DOMESTICO,VIVIENDAS,G33, ,S17 HAZA GRANDE,HAZA GRANDE
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7841468,10791887,,GRANADA,P21FA009776Z,CONTAZARA,CZ4000RI,13,29/7/2021,32052630R, , ,N,DOMESTICO,VIVIENDAS,G29, ,S3 FUENTE DE LAS BATALLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3473540,10927909,,GRANADA,P21FA026579U,CONTAZARA,CZ4000RI,13,12/1/2022,320567D3N, , ,N,DOMESTICO,VIVIENDAS,G29, ,S3 FUENTE DE LAS BATALLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7841047,10791824,,GRANADA,P21FA009782X,CONTAZARA,CZ4000RI,13,29/7/2021,32052636X, , ,N,DOMESTICO,VIVIENDAS,G29, ,S3 FUENTE DE LAS BATALLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3530434,11388642,,GRANADA,P21FA026634K,CONTAZARA,CZ4000RI,13,16/12/2021,3205680AH, , ,N,INDUSTRIAL,"HOTELES, HOSTALES, PENSIONES Y RESIDENCIAS",G33, ,S82 ALMANZORA - LA CHURRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7888573,11037346,,GRANADA,P21FA026335C,CONTAZARA,CZ4000RI,13,12/5/2022,320566DFM,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,USOS COMUNITARIOS,G26, ,S23 P.NUEVA GRANADA,JULIO MORENO DAVILA
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3474543,10835495,,GRANADA,P21FA016627G,CONTAZARA,CZ4000RI,13,23/9/2021,320540F3O,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G34, ,S2 GRAN VIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3593787,4316098,,GRANADA,I21JE064797X,ITRON,AQUADIS +,40,23/9/2021,71438977A,VHF - Contador sistema Suez,Ambos,N,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G53, ,S36 PEDRO TEMBOURY, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3566823,11410997,,GRANADA,P22FA012456Y,CONTAZARA,CZ4000RI,13,30/6/2023, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G36, ,S2 GRAN VIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3526057,10968960,,GRANADA,P21FA025742J,CONTAZARA,CZ4000RI,13,24/2/2022,3205648EP,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G39, ,S9 OBISPO HURTADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3469501,10824082,,GRANADA,P21FA009971A,CONTAZARA,CZ4000RI,13,9/9/2021,320526F3Y, , ,N,DOMESTICO,VIVIENDAS,G17, ,S89 LANCHA DEL GENIL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3602559,4327066,,GRANADA,I22JE002109M,ITRON,AQUADIS,40,6/2/2023, ,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G53, ,S44 PARQUE ALMUNIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3616453,11264677,,GRANADA,I22LA286317W,ITRON,AQUADIS + C,13,19/1/2023, ,IM - Contador i-meter,Ambos,N,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3523387,4205234,,GRANADA,E14JE323114F,SENSUS,405 S,40,24/5/2016, ,IM - Contador i-meter,Ambos,N,DOMESTICO,VIVIENDAS,G52, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3629549,11300330,,GRANADA,P21FA026557O,CONTAZARA,CZ4000RI,13,24/12/2021,320567BDJ,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G33, ,S94 SAN NICOLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3599423,10942982,,GRANADA,P21FA025468K,CONTAZARA,CZ4000RI,13,28/1/2022,3205637CI, , ,N,DOMESTICO,VIVIENDAS,G10, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3626146,11061708,,GRANADA,P21FA026363G,CONTAZARA,CZ4000RI,13,3/6/2022,320566FBM,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G29, ,S7 SANTA BARBARA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540046,11384311,,GRANADA,P22FA012569G,CONTAZARA,CZ4000RI,13,31/5/2023,32063119Q,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G29, ,S7 SANTA BARBARA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3591316,10804930,,GRANADA,P21FA009934V,CONTAZARA,CZ4000RI,13,13/8/2021,320526CET,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G29, ,S7 SANTA BARBARA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3543358,4242935,,GRANADA,I16SD052160B,ITRON,MSD,30,28/11/2016, ,IM - Contador i-meter,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G50, ,S7 SANTA BARBARA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3529019,11451115,,GRANADA,I22JC002357A,ITRON,AQUADIS,25,14/8/2023, ,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,"HOTELES, HOSTALES, PENSIONES Y RESIDENCIAS",G35, ,S97 DUQUESA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3471028,10837511,,GRANADA,P21FA025780P,CONTAZARA,CZ4000RI,13,28/3/2022,320564B4B,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G21, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7961031,11383063,,GRANADA,P22FA012465Z,CONTAZARA,CZ4000RI,13,30/5/2023,320630B1F,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,INDUSTRIAS SIN AGUA EN PROCESO PRODUCTIVO,G05, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3616239,11454935,,GRANADA,P21FA015915H,CONTAZARA,CZ4000RI,13,21/8/2023,32053E2BO,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3466078,11521978,,GRANADA,P21FA025626G,CONTAZARA,CZ4000RI,13,21/1/2022,3205641AX, , ,N,DOMESTICO,VIVIENDAS,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3508891,10945402,,GRANADA,P21FA016202L,CONTAZARA,CZ4000RI,13,1/2/2022,32053F4AU, , ,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3605043,11177402,,GRANADA,P22FA010802O,CONTAZARA,CZ4000RI,13,10/10/2022,32062A32G,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3551730,11439253,,GRANADA,P21FA009994H,CONTAZARA,CZ4000RI,13,3/9/2021,3205270AO, , ,N,DOMESTICO,VIVIENDAS,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7863339,10898211,,GRANADA,P21FA016156W,CONTAZARA,CZ4000RI,13,3/12/2021,32053F1CQ, , ,N,DOMESTICO,VIVIENDAS,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3482532,11372483,,GRANADA,P22FA012418S,CONTAZARA,CZ4000RI,13,18/5/2023,32063082U,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3482120,10760778,,GRANADA,P21FA010326Y,CONTAZARA,CZ4000RI,13,25/6/2021,32052856H, , ,N,DOMESTICO,VIVIENDAS,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3563592,11017885,,GRANADA,P21FA025577O,CONTAZARA,CZ4000RI,13,4/1/2022,320563E9J,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3583086,11376180,,GRANADA,P22FA012417R,CONTAZARA,CZ4000RI,13,22/5/2023,32063081T,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G38, ,S9 OBISPO HURTADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3500397,4160900,,GRANADA,P21UI990387V,CONTAZARA,OCTAVE,100,5/11/2021,C31246C2P,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,"HOSPITALES, CENTROS DE SALUD Y OTROS",G53, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3505875,10843089,,GRANADA,P21FA016624D,CONTAZARA,CZ4000RI,13,1/10/2021,320540F0L,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G20, ,S42 TOREROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3539031,11206976,,GRANADA,I22LA190585P,ITRON,AQUADIS + C,13,10/11/2022, ,IM - Contador i-meter,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G20, ,S41 ESTACION AUTOBUSES, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3495897,4152700,,GRANADA,I22JD002524Q,ITRON,AQUADIS,30,6/7/2022, ,IM - Contador i-meter,Ambos,N,DOMESTICO,VIVIENDAS,G53, ,S41 ESTACION AUTOBUSES, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3471230,11388755,,GRANADA,P21FA026373I,CONTAZARA,CZ4000RI,13,7/6/2022,32056705J,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G14, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3541920,4240341,,GRANADA,P21FA025641F,CONTAZARA,CZ4000RI,13,4/8/2022,32056429I,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3609855,11192083,,GRANADA,P22FA012681F,CONTAZARA,CZ4000RI,13,31/10/2022,32063189E,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3627545,10785782,,GRANADA,P21FA010237Y,CONTAZARA,CZ4000RI,13,23/7/2021,320527FDB, , ,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G14, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3606332,10946633,,GRANADA,P21FA015948Q,CONTAZARA,CZ4000RI,13,3/2/2022,32053E4CT, , ,N,DOMESTICO,VIVIENDAS,G14, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3545811,11024642,,GRANADA,P21FA026229B,CONTAZARA,CZ4000RI,13,25/4/2022,32056675U,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540909,4238581,,GRANADA,I22BA035873C,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3562611,9498082,,GRANADA,I22BA035871A,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3632766,8603648,,GRANADA,I22BA035869G,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3625811,4353628,,GRANADA,I22BA035870Z,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624219,10291787,,GRANADA,I22BA035872B,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624964,4352762,,GRANADA,I22BA035822R,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624824,4352618,,GRANADA,I22BA035842V,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3622518,4350218,,GRANADA,I22BA035821Q,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3616473,4343567,,GRANADA,I22BA035820P,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3623538,4351297,,GRANADA,I22BA035843W,ITRON,FLODIS,13,7/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3623552,4351311,,GRANADA,I22BA035620J,ITRON,FLODIS,13,11/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3623553,4351312,,GRANADA,I22BA035623M,ITRON,FLODIS,13,11/4/2022,"2,69722E+15",VHF - Contador sistema Suez,Ambos,N,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G17, ,S90 CAMINO DE LOS FILTROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3605305,10912584,,GRANADA,P21FA026563M,CONTAZARA,CZ4000RI,13,23/12/2021,320567C3L, , ,N,DOMESTICO,VIVIENDAS,G08, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3614884,11070873,,GRANADA,P21FA026349I,CONTAZARA,CZ4000RI,13,14/6/2022,320566EDM,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G08, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3627897,11065355,,GRANADA,P21FA026382J,CONTAZARA,CZ4000RI,13,7/6/2022,3205670EI,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G08, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7917522,11142355,,GRANADA,P21FA026043T,CONTAZARA,CZ4000RI,13,30/8/2022,320565BBB,VHF - Contador sistema Suez,Ambos,N,OBRAS,OBRAS,G33, ,S82 ALMANZORA - LA CHURRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3556837,11039862,,GRANADA,P21FA025646K,CONTAZARA,CZ4000RI,13,11/5/2022,3205642ED,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3537074,11409820,,GRANADA,P22FA012453V,CONTAZARA,CZ4000RI,13,29/6/2023,320630A5H,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3611301,10866794,,GRANADA,P21FA015656H,CONTAZARA,CZ4000RI,13,29/10/2021,32053D28S,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3608201,10969643,,GRANADA,P21FA025799A,CONTAZARA,CZ4000RI,13,25/2/2022,320564C7G,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3554426,11014002,,GRANADA,P21FA026326B,CONTAZARA,CZ4000RI,13,12/4/2022,320566D6N,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S86 BOLA DE ORO BAJA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3633088,11438549,,GRANADA,I23LA338319W,ITRON,AQUADIS + C,13,31/7/2023, ,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G16, ,S86 BOLA DE ORO BAJA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624594,11016617,,GRANADA,P22VA185923D,CONTAZARA,CZ4000,13,13/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,VIVIENDAS,G20, ,S41 ESTACION AUTOBUSES, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3633134,11014639,,GRANADA,P22VA185968Q,CONTAZARA,CZ4000,13,12/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,VIVIENDAS,G20, ,S41 ESTACION AUTOBUSES, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3512983,10790384,,GRANADA,P21FA009834S,CONTAZARA,CZ4000RI,13,27/7/2021,3205266AX, , ,N,DOMESTICO,VIVIENDAS,G30, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3465828,10719803,,GRANADA,P21FA026056Y,CONTAZARA,CZ4000RI,13,21/7/2022,320565C8K,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532025,11024043,,GRANADA,P21FA026234Y,CONTAZARA,CZ4000RI,13,25/4/2022,3205667AP,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G37, ,S10 ALHAMAR, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3569497,4283832,,GRANADA,P22UI000365D,CONTAZARA,OCTAVE,100,18/11/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G70, ,S33 AVENIDA DE MURCIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3569490,4283822,,GRANADA,I17SD036168Y,ITRON,MSD,30,22/6/2017, ,IM - Contador i-meter,Leer por telelectura,S,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G70, ,S33 AVENIDA DE MURCIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3569495,4283830,,GRANADA,I21JE075770V,ITRON,AQUADIS,40,7/4/2022,"2,69721E+15",VHF - Contador sistema Suez,Ambos,S,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G70, ,S33 AVENIDA DE MURCIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3572230,4287558,,GRANADA,P21VA644928F,CONTAZARA,CZ4000,13,18/3/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G24, ,S33 AVENIDA DE MURCIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3571402,4286519,,GRANADA,P21VA644903W,CONTAZARA,CZ4000,13,18/3/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G24, ,S33 AVENIDA DE MURCIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3572027,4287292,,GRANADA,P21VA644908B,CONTAZARA,CZ4000,13,18/3/2022, ,Otros,Ambos,N,DOMESTICO,USOS COMUNITARIOS,G24, ,S33 AVENIDA DE MURCIA, 
